Kingdom;Phylum;Class;Order;Family;Genus;Species;GenerationLength_d;FrT;Hib;Daily;Mars;Mono;residuals
NA;NA;NA;NA;NA;Myotis;Myotis_formosus;2106.62850416667;0.229948984664979;0;0;0;0;0.0315649522476856
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Hydropotes;Hydropotes_inermis;2190;0.229623730043291;0;0;0;0;0.0316813892309405
NA;NA;NA;NA;NA;Sicista;Sicista_concolor;731.7872;0.23761997998673;0;0;0;0;0.0319522128096097
Animalia;Chordata;Mammalia;Didelphimorphia;Didelphidae;Monodelphis;Monodelphis_domestica;717.0425;0.237743332598763;0;0;1;0;0.0319974498721698
NA;NA;NA;NA;NA;Tarsius;Tarsius_lariang;2190;0.230471962964036;0;0;0;0;0.0325296221516856
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Nasalis;Nasalis_larvatus;4015;0.220829629889906;0;0;0;0;0.0325559074820201
Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Pseudorca;Pseudorca_crassidens;7242.6075;0.204110359812637;0;0;0;0;0.0329360923509906
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Mazama;Mazama_americana;2017.365;0.23195582427357;0;0;0;0;0.0330988851388881
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Pygathrix;Pygathrix_nemaeus;4015;0.221405723096185;0;0;0;0;0.0331320006882989
Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Peponocephala;Peponocephala_electra;8245.925;0.199071642019395;0;0;0;0;0.0332128233500885
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Trachypithecus;Trachypithecus_vetulus;4015;0.221608346624912;0;0;0;0;0.033334624217026
Animalia;Chordata;Mammalia;Rodentia;Muridae;Micromys;Micromys_minutus;502.66;0.240264805233195;0;0;0;0;0.0333831512270974
Animalia;Chordata;Mammalia;Rodentia;Muridae;Mus;Mus_caroli;628.295;0.239892753950638;0;0;0;0;0.03367669823125
NA;NA;NA;NA;NA;Dipus;Dipus_sagitta;726.1971375;0.239635507350817;0;0;0;0;0.0339381247319594
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Trachypithecus;Trachypithecus_cristatus;3650;0.224300524958931;0;0;0;0;0.0340930788701521
NA;NA;NA;NA;NA;Simias;Simias_concolor;4024.40965793651;0.222416612925763;0;0;0;0;0.0341927416915234
NA;NA;NA;NA;NA;Myotis;Myotis_muricola;2106.62850416667;0.232921073768965;0;0;0;0;0.0345370413516708
Animalia;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_latrans;2569.032222103;0.23078995843116;0;0;0;0;0.0348556822316923
Animalia;Chordata;Mammalia;Sirenia;Dugongidae;Dugong;Dugong_dugon;10246.2396;0.190342159267771;0;0;0;0;0.0350807535060148
Animalia;Chordata;Mammalia;Peramelemorphia;Peramelidae;Perameles;Perameles_gunnii;706.1569;0.240929693755262;0;0;1;0;0.035126140501269
NA;NA;NA;NA;NA;Eulemur;Eulemur_rufus;3206.29594444444;0.227739346663222;0;0;0;0;0.0351812127948921
NA;NA;NA;NA;NA;Euchoreutes;Euchoreutes_naso;726.1971375;0.24094222457798;0;0;0;0;0.0352448419591226
Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;Balaenoptera_musculus;11315;0.184861631790925;0;0;0;0;0.0352623830008958
Animalia;Chordata;Mammalia;Carnivora;Viverridae;Viverricula;Viverricula_indica;1658.835;0.236314615705205;0;0;0;0;0.0355582301285769
Animalia;Chordata;Mammalia;Rodentia;Octodontidae;Spalacopus;Spalacopus_cyanus;1310.04695;0.238558152490525;0;0;0;0;0.0359539320867806
Animalia;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_lupus;2883.256666657;0.230252445809763;0;0;0;0;0.0359828908419372
Animalia;Chordata;Mammalia;Primates;Lemuridae;Eulemur;Eulemur_mongoz;4154.1015;0.223699361658221;0;0;0;0;0.0361625813451234
NA;NA;NA;NA;NA;Wiedomys;Wiedomys_cerradensis;589.388299099621;0.242741624317959;0;0;0;0;0.0363194458345262
Animalia;Chordata;Mammalia;Cetacea;Hyperoodontidae;Ziphius;Ziphius_cavirostris;6460.5;0.211723737877618;0;0;0;0;0.0364059641317137
NA;NA;NA;NA;NA;Pygathrix;Pygathrix_nigripes;4015;0.225057140146888;0;0;0;0;0.036783417739002
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Capreolus;Capreolus_pygargus;3063.8029;0.230597565049436;0;0;0;0;0.0372845211142442
Animalia;Chordata;Mammalia;Primates;Pitheciidae;Chiropotes;Chiropotes_albinasus;3650;0.227751177322612;0;0;0;0;0.0375437312338326
NA;NA;NA;NA;NA;Feresa;Feresa_attenuata;7142.099015;0.209508299610978;0;0;0;0;0.0378015509504952
Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Callosciurus;Callosciurus_erythraeus;1585.1964;0.239291299505308;0;0;0;0;0.038144785970741
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Trachypithecus;Trachypithecus_pileatus;4015;0.226643987886411;0;0;0;0;0.0383702654785249
NA;NA;NA;NA;NA;Trachypithecus;Trachypithecus_shortridgei;4015;0.226870086665393;0;0;0;0;0.0385963642575073
Animalia;Chordata;Mammalia;Rodentia;Muridae;Apodemus;Apodemus_agrarius;504.40745;0.245721208750528;0;0;0;0;0.0388488125127761
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Trachypithecus;Trachypithecus_francoisi;4015;0.227289475528609;0;0;0;0;0.0390157531207231
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Hippocamelus;Hippocamelus_antisensis;1459.26;0.240931560452366;0;0;0;0;0.0391178518521372
NA;NA;NA;NA;NA;Murina;Murina_ussuriensis;1825;0.239050261404223;0;0;0;0;0.0391741969109801
Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Plecotus;Plecotus_auritus;3693.8;0.229211655560451;0;0;0;0;0.0392362563133795
Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Grampus;Grampus_griseus;7300;0.210412371934404;0;0;0;0;0.0395421626545539
Animalia;Chordata;Mammalia;Primates;Callitrichidae;Callimico;Callimico_goeldii;2190;0.237570428228462;0;0;0;0;0.0396280874161117
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Rangifer;Rangifer_tarandus;1825;0.240063713786696;0;0;0;0;0.0401876492934531
NA;NA;NA;NA;NA;Episoriculus;Episoriculus_macrurus;426.91011944525;0.248767129536427;0;0;0;0;0.0414841622759358
NA;NA;NA;NA;NA;Delphinus;Delphinus_capensis;3545.59095;0.23229717033487;0;0;0;0;0.0415365783488729
Animalia;Chordata;Mammalia;Microbiotheria;Microbiotheriidae;Dromiciops;Dromiciops_gliroides;998.676563583815;0.245857366057744;1;0;1;0;0.0416035448601867
NA;NA;NA;NA;NA;Sorex;Sorex_cylindricauda;422.884597917875;0.249232845455069;0;0;0;0;0.0419285514923714
NA;NA;NA;NA;NA;Anourosorex;Anourosorex_squamipes;379.29295625;0.249519639876459;0;0;0;0;0.041984402928057
NA;NA;NA;NA;NA;Rhinopithecus;Rhinopithecus_strykeri;2190;0.240428975966535;0;0;0;0;0.0424866351541846
NA;NA;NA;NA;NA;Lagenorhynchus;Lagenorhynchus_albirostris;5667.52995;0.223090593676878;0;0;0;0;0.0435717652352924
Animalia;Chordata;Mammalia;Rodentia;Muridae;Apodemus;Apodemus_peninsulae;554.1929125;0.250570359448208;0;1;0;0;0.0439617202729231
NA;NA;NA;NA;NA;Orcaella;Orcaella_heinsohni;5475;0.22465330860462;0;0;0;0;0.0441144809203054
NA;NA;NA;NA;NA;Rhinopithecus;Rhinopithecus_roxellana;4745;0.228843326845012;0;0;0;0;0.0444370517989115
NA;NA;NA;NA;NA;Ctenomys;Ctenomys_leucodon;600.93415;0.25088815348086;0;0;0;0;0.0445271434503093
NA;NA;NA;NA;NA;Trachypithecus;Trachypithecus_hatinhensis;4015;0.23310972827762;0;0;0;0;0.0448360058697344
Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Tamias;Tamias_sibiricus;1311.5224;0.248319494514768;0;0;0;0;0.045723090857886
Animalia;Chordata;Mammalia;Rodentia;Dipodidae;Jaculus;Jaculus_jaculus;919.8561;0.250396310351582;0;0;0;0;0.0457249083404054
Animalia;Chordata;Mammalia;Tubulidentata;Orycteropodidae;Orycteropus;Orycteropus_afer;3624.815;0.236286449770907;0;0;0;0;0.0459455767481465
Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Sousa;Sousa_chinensis;7300;0.217080684010684;0;0;0;0;0.046210474730834
Animalia;Chordata;Mammalia;Monotremata;Tachyglossidae;Tachyglossus;Tachyglossus_aculeatus;5687.0204;0.225846923299995;1;0;0;1;0.0464313527891391
NA;NA;NA;NA;NA;Lepus;Lepus_sinensis;1047.27668;0.250582131416598;0;0;0;0;0.0465857874683779
NA;NA;NA;NA;NA;Indri;Indri_indri;4015;0.235296682116988;0;0;0;0;0.047022959709102
NA;NA;NA;NA;NA;Pipistrellus;Pipistrellus_abramus;1885.946275;0.247027639650399;0;0;0;0;0.0474744607879217
NA;NA;NA;NA;NA;Mazama;Mazama_nemorivaga;2181.36375;0.245486493682414;0;0;0;0;0.0474983991135179
Animalia;Chordata;Mammalia;Cetacea;Balaenidae;Balaena;Balaena_mysticetus;18980;0.156581525267319;0;0;0;0;0.0475904737760403
Animalia;Chordata;Mammalia;Dasyuromorphia;Dasyuridae;Phascogale;Phascogale_tapoatafa;878.35415;0.252623460797035;0;0;1;0;0.0477321867214248
Animalia;Chordata;Mammalia;Peramelemorphia;Peramelidae;Isoodon;Isoodon_macrourus;623.745;0.254784566170705;0;0;1;0;0.0485444051287195
NA;NA;NA;NA;NA;Eremitalpa;Eremitalpa_granti;1036.5575833285;0.253054350945855;0;0;0;0;0.0490012185837406
NA;NA;NA;NA;NA;Rhinopithecus;Rhinopithecus_brelichi;3650;0.239934268259481;0;0;0;0;0.0497268221707023
Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Globicephala;Globicephala_melas;8760;0.213135220629097;0;0;0;0;0.0499999060728182
NA;NA;NA;NA;NA;Rhinopithecus;Rhinopithecus_avunculus;3650;0.240242303759401;0;0;0;0;0.0500348576706216
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Ozotoceros;Ozotoceros_bezoarticus;2846.6847;0.244772284702324;0;0;0;0;0.0503089760961933
NA;NA;NA;NA;NA;Myotis;Myotis_ikonnikovi;2106.62850416667;0.248794528028701;0;0;0;0;0.050410495611407
NA;NA;NA;NA;NA;Eozapus;Eozapus_setchuanus;726.1971375;0.256364409408396;0;0;0;0;0.0506670267895389
NA;NA;NA;NA;NA;Caperea;Caperea_marginata;10278.51578;0.206280737519949;0;0;0;0;0.0511903268639313
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Trachypithecus;Trachypithecus_obscurus;3650;0.241950225750154;0;0;0;0;0.0517427796613748
Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Globicephala;Globicephala_macrorhynchus;8650.5;0.215648772810784;0;0;0;0;0.0519333411502368
Animalia;Chordata;Mammalia;Rodentia;Muridae;Meriones;Meriones_unguiculatus;503.8875;0.258888962102143;0;0;0;0;0.0520138112352735
NA;NA;NA;NA;NA;Chrysochloris;Chrysochloris_asiatica;1036.5575833285;0.25680309226227;0;0;0;0;0.0527499599001558
Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Stenella;Stenella_coeruleoalba;7926.62525;0.220382529861771;0;0;0;0;0.0528321016366339
Animalia;Chordata;Mammalia;Carnivora;Viverridae;Paguma;Paguma_larvata;3014.413333343;0.246734101184202;0;0;0;0;0.0531593975924793
NA;NA;NA;NA;NA;Rhinopithecus;Rhinopithecus_bieti;4015;0.241673852252175;0;0;0;0;0.0534001298442889
Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Stenella;Stenella_attenuata;8395;0.218480348076377;0;0;0;0;0.0534113098392057
NA;NA;NA;NA;NA;Dactylomys;Dactylomys_dactylinus;739.009588885667;0.259058566607381;0;0;0;0;0.0534290627300436
NA;NA;NA;NA;NA;Uropsilus;Uropsilus_soricipes;759.185721428571;0.258977973410034;0;0;0;0;0.0534553601225246
Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Tursiops;Tursiops_truncatus;6427.88;0.228983988890065;0;0;0;0;0.0534933985236931
Animalia;Chordata;Mammalia;Dasyuromorphia;Dasyuridae;Sminthopsis;Sminthopsis_douglasi;546.026466666667;0.260329417145133;0;1;1;0;0.0536775131761583
NA;NA;NA;NA;NA;Myotis;Myotis_macrodactylus;2106.62850416667;0.252078484239004;0;0;0;0;0.05369445182171
Animalia;Chordata;Mammalia;Cetacea;Hyperoodontidae;Berardius;Berardius_bairdii;9855;0.211046132454919;0;0;0;0;0.0537119889413187
Animalia;Chordata;Mammalia;Primates;Cheirogaleidae;Microcebus;Microcebus_murinus;2053.5145;0.252474015913008;0;1;0;0;0.0538085922418947
NA;NA;NA;NA;NA;Lepus;Lepus_coreanus;1047.27668;0.257933254258194;0;0;0;0;0.0539369103099734
Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;Myotis_lucifugus;4117.2;0.241855850301369;1;0;0;0;0.0541235705241333
Animalia;Chordata;Mammalia;Carnivora;Canidae;Chrysocyon;Chrysocyon_brachyurus;2032.3307;0.253182906044327;0;0;0;0;0.0544052532890734
NA;NA;NA;NA;NA;Myotis;Myotis_bombinus;2106.62850416667;0.252838480253473;0;0;0;0;0.054454447836179
NA;NA;NA;NA;NA;Mesoplodon;Mesoplodon_ginkgodens;6460.5;0.23044748490581;0;0;0;0;0.0551297111599058
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Blastocerus;Blastocerus_dichotomus;1825;0.255005984291508;0;0;0;0;0.0551299197982652
Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus_timidus;1047.27668;0.259455178308307;0;0;0;0;0.0554588343600873
NA;NA;NA;NA;NA;Trachypithecus;Trachypithecus_germaini;4015;0.243828768465432;0;0;0;0;0.0555550460575456
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Trachypithecus;Trachypithecus_johnii;4015;0.244206213211889;0;0;0;0;0.0559324908040028
NA;NA;NA;NA;NA;Proechimys;Proechimys_longicaudatus;631.7859833285;0.262949101670299;0;0;0;0;0.0567515407375733
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Semnopithecus;Semnopithecus_entellus;3806.439;0.247104439913324;0;0;0;0;0.057725787794176
Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus_europaeus;730;0.263503609954034;0;0;0;0;0.0578263744181123
NA;NA;NA;NA;NA;Plecotus;Plecotus_macrobullaris;2759.4;0.2538809684996;0;0;0;0;0.0589552366294428
Animalia;Chordata;Mammalia;Diprotodontia;Tarsipedidae;Tarsipes;Tarsipes_rostratus;341.275;0.266975053333421;0;1;1;0;0.0592384020773488
Animalia;Chordata;Mammalia;Cetacea;Hyperoodontidae;Mesoplodon;Mesoplodon_europaeus;6460.5;0.234885105902077;0;0;0;0;0.0595673321561729
Animalia;Chordata;Mammalia;Carnivora;Canidae;Cuon;Cuon_alpinus;2041.808633343;0.258316391769575;0;0;0;0;0.0595889519024071
Animalia;Chordata;Mammalia;Carnivora;Ailuridae;Ailurus;Ailurus_fulgens;3650;0.250030766153315;0;0;0;0;0.0598233200645363
Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Pteromys;Pteromys_volans;1384.1212625;0.262256766133203;0;0;0;0;0.0600449820369296
Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Lariscus;Lariscus_insignis;1384.1212625;0.263664737895097;0;0;0;0;0.0614529537988236
Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ailuropoda;Ailuropoda_melanoleuca;5246.699416657;0.243305403592376;0;0;0;0;0.0615570683892339
Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus_townsendii;1097.83525;0.265442587236625;0;0;0;0;0.0617140961762984
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Presbytis;Presbytis_melalophos;3650;0.252033774984421;0;0;0;0;0.0618263288956422
NA;NA;NA;NA;NA;Tursiops;Tursiops_aduncus;6427.88;0.237546757230285;0;0;0;0;0.0620561668639133
Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus_capensis;1047.27668;0.266261263164794;0;0;0;0;0.0622649192165742
Animalia;Chordata;Mammalia;Dasyuromorphia;Dasyuridae;Sminthopsis;Sminthopsis_crassicaudata;594.4425;0.268807067003761;0;1;1;0;0.0624116650353112
NA;NA;NA;NA;NA;Lepus;Lepus_tolai;1047.27668;0.267696147685713;0;0;0;0;0.0636998037374924
NA;NA;NA;NA;NA;Eospalax;Eospalax_rothschildi;1032.92357373767;0.267993421878535;0;0;0;0;0.0639210369947705
NA;NA;NA;NA;NA;Blarinella;Blarinella_quadraticauda;379.29295625;0.271808877650567;0;0;0;0;0.0642736407021649
Animalia;Chordata;Mammalia;Primates;Lemuridae;Lemur;Lemur_catta;2920;0.258696400952015;0;0;0;0;0.06462150750145
NA;NA;NA;NA;NA;Myotis;Myotis_davidii;2106.62850416667;0.263945561809931;0;0;0;0;0.0655615293926373
Animalia;Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus_jamaicensis;1920.4777;0.265959084375395;0;0;0;0;0.0665888486204724
NA;NA;NA;NA;NA;Prolemur;Prolemur_simus;3285;0.259283454468908;0;0;0;0;0.0671422846992363
Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus_americanus;1105.95;0.270948626715471;0;0;0;0;0.0672631265708689
NA;NA;NA;NA;NA;Nectogale;Nectogale_elegans;379.29295625;0.275127395223471;0;0;0;0;0.0675921582750686
NA;NA;NA;NA;NA;Pipistrellus;Pipistrellus_coromandra;1885.946275;0.267795898836399;0;0;0;0;0.0682427199739225
NA;NA;NA;NA;NA;Glis;Glis_glis;1152.9402;0.272249258798132;1;0;0;0;0.0688127067699956
Animalia;Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus_lituratus;1920.4777;0.268679623062278;0;0;0;0;0.0693093873073564
Animalia;Chordata;Mammalia;Dasyuromorphia;Dasyuridae;Sarcophilus;Sarcophilus_harrisii;1704.2151;0.270433122350553;0;0;1;0;0.0699171547849144
Animalia;Chordata;Mammalia;Soricomorpha;Soricidae;Neomys;Neomys_fodiens;576.8888;0.277087072054312;0;0;0;0;0.0705986728108563
Animalia;Chordata;Mammalia;Erinaceomorpha;Erinaceidae;Echinosorex;Echinosorex_gymnura;1202.9252375;0.274025995345405;0;0;0;0;0.0708542577027592
Animalia;Chordata;Mammalia;Didelphimorphia;Didelphidae;Didelphis;Didelphis_virginiana;745.99;0.278012912124786;0;0;1;0;0.0724203895797066
Animalia;Chordata;Mammalia;Primates;Lemuridae;Hapalemur;Hapalemur_griseus;3285;0.266855268385502;0;0;0;0;0.0747140986158306
NA;NA;NA;NA;NA;Rhizomys;Rhizomys_sinensis;717.776243621518;0.28103102502059;0;0;0;0;0.0752890295745896
NA;NA;NA;NA;NA;Rhizomys;Rhizomys_pruinosus;2113.94968218324;0.275966558675841;0;0;0;0;0.0776213129306094
Animalia;Chordata;Mammalia;Didelphimorphia;Didelphidae;Metachirus;Metachirus_nudicaudatus;843.373422219;0.28308946682958;0;0;1;0;0.0780128692972984
NA;NA;NA;NA;NA;Crocidura;Crocidura_palawanensis;409.171225;0.286129714493606;0;0;0;0;0.0787527688214393
NA;NA;NA;NA;NA;Cricetulus;Cricetulus_longicaudatus;589.388299099621;0.285287748252351;0;0;0;0;0.0788655697689182
NA;NA;NA;NA;NA;Crocidura;Crocidura_grayi;427.67965;0.287053465222432;0;0;0;0;0.0797745748371658
Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;Myotis_myotis;2847;0.274638576322856;1;0;0;0;0.0801769381361127
Animalia;Chordata;Mammalia;Proboscidea;Elephantidae;Loxodonta;Loxodonta_africana;9125;0.241444281201157;0;0;0;0;0.0802426903257714
Animalia;Chordata;Mammalia;Monotremata;Ornithorhynchidae;Ornithorhynchus;Ornithorhynchus_anatinus;2878.755;0.274564532478958;0;0;0;1;0.0802711282524523
NA;NA;NA;NA;NA;Crocidura;Crocidura_attenuata;427.67965;0.287845510185853;0;0;0;0;0.0805666198005861
NA;NA;NA;NA;NA;Lasiurus;Lasiurus_borealis;2051.66620769231;0.2793481715702;1;0;0;0;0.0806729558809923
NA;NA;NA;NA;NA;Crocidura;Crocidura_orientalis;427.67965;0.288566836754968;0;0;0;0;0.0812879463697019
NA;NA;NA;NA;NA;Crocidura;Crocidura_mindorus;427.67965;0.288582014104611;0;0;0;0;0.0813031237193449
NA;NA;NA;NA;NA;Hylopetes;Hylopetes_phayrei;1384.1212625;0.284239431142234;0;0;0;0;0.0820276470459609
NA;NA;NA;NA;NA;Crocidura;Crocidura_lasiura;427.67965;0.290443530289479;0;0;0;0;0.0831646399042128
Animalia;Chordata;Mammalia;Proboscidea;Elephantidae;Elephas;Elephas_maximus;8030;0.250218017728269;0;0;0;0;0.0832152558102039
NA;NA;NA;NA;NA;Thylamys;Thylamys_elegans;642.840025;0.293405040301592;0;1;0;0;0.0872660422788663
NA;NA;NA;NA;NA;Cynomys;Cynomys_leucurus;1567.7682;0.290782377592019;1;0;0;0;0.0895435316655193
NA;NA;NA;NA;NA;Mesoplodon;Mesoplodon_grayi;6460.5;0.266169029339995;0;0;0;0;0.0908512555940915
NA;NA;NA;NA;NA;Rhinophylla;Rhinophylla_pumilio;2064.27635;0.290165912232741;0;0;0;0;0.0915575034772309
Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Cynomys;Cynomys_ludovicianus;1567.7682;0.294949786478273;1;0;0;0;0.0937109405517727
NA;NA;NA;NA;NA;Crocidura;Crocidura_shantungensis;409.171225;0.302319396037678;0;0;0;0;0.0949424503655116
NA;NA;NA;NA;NA;Marmota;Marmota_himalayana;1976.82975;0.294608782169011;0;0;0;0;0.0955370924238204
NA;NA;NA;NA;NA;Crocidura;Crocidura_beatus;427.67965;0.303425463509821;0;0;0;0;0.0961465731245546
NA;NA;NA;NA;NA;Crocidura;Crocidura_negrina;427.67965;0.305695264145656;0;0;0;0;0.0984163737603896
Animalia;Chordata;Mammalia;Rodentia;Muridae;Mesocricetus;Mesocricetus_auratus;787.9135;0.307414487424774;1;0;0;0;0.102044070262533
Animalia;Chordata;Mammalia;Soricomorpha;Soricidae;Suncus;Suncus_murinus;363.52745;0.312506443812258;0;0;0;0;0.104887683212412
NA;NA;NA;NA;NA;Spermophilus;Spermophilus_dauricus;1053.68290714286;0.309823614239742;1;0;0;0;0.105861209669964
Animalia;Chordata;Mammalia;Afrosoricida;Tenrecidae;Echinops;Echinops_telfairi;1967.0915;0.307626089488576;1;0;0;0;0.108502807730685
Animalia;Chordata;Mammalia;Erinaceomorpha;Erinaceidae;Hemiechinus;Hemiechinus_auritus;940.3939;0.315081873112466;0;0;0;0;0.110519277759408
NA;NA;NA;NA;NA;Neotetracus;Neotetracus_sinensis;1202.9252375;0.313956151362473;0;0;0;0;0.110784413719827
Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Sciurus;Sciurus_vulgaris;1612.7525;0.312335462965108;0;0;0;0;0.111334938151426
Animalia;Chordata;Mammalia;Erinaceomorpha;Erinaceidae;Erinaceus;Erinaceus_europaeus;1608.5234;0.320080855365585;1;0;0;0;0.119057925316782
NA;NA;NA;NA;NA;Hylomys;Hylomys_suillus;1202.9252375;0.32836692460519;0;0;0;0;0.125195186962544
