Species,Class,Taxonomy,NeutralA,NeutralT,NeutralG,NeutralC,FrA,FrT,FrG,FrC,Phenotype
Corvus_hawaiiensis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Corvus,836,317,114,594,0.449220849005911,0.170338527673294,0.061257388500806,0.319183234819989,,"TROPIC"
Corvus_splendens,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Corvus,850,314,114,620,0.447839831401475,0.165437302423604,0.0600632244467861,0.326659641728135,,"TROPIC"
Coturnicops_exquisitus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Rallidae_Coturnicops,941,209,69,593,0.519315673289183,0.115342163355408,0.0380794701986755,0.327262693156733,,"FM"
Coturnix_japonica,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Coturnix,840,273,44,763,0.4375,0.1421875,0.0229166666666667,0.397395833333333,,"FM"
Crax_daubentoni,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Cracidae_Crax,769,275,104,808,0.393149284253579,0.140593047034765,0.0531697341513292,0.413087934560327,,"TROPIC"
Crax_rubra,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Cracidae_Crax,766,270,102,822,0.390816326530612,0.137755102040816,0.0520408163265306,0.419387755102041,,"TROPIC"
Crossoptilon_auritum,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Crossoptilon,773,294,97,797,0.394186639469658,0.149923508414074,0.0494645588985212,0.406425293217746,,"HI"
Crossoptilon_crossoptilon,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Crossoptilon,779,298,91,796,0.396639511201629,0.15173116089613,0.0463340122199593,0.405295315682281,,"HI"
Crossoptilon_harmani,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Crossoptilon,778,298,91,794,0.39673635900051,0.151963284038756,0.0464048954614992,0.404895461499235,,"HI"
Cuculus_poliocephalus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Cuculiformes_Cuculidae_Cuculus,926,237,61,599,0.507953922106418,0.130005485463522,0.0334613274821722,0.328579264947888,,"FM"
Curaeus_curaeus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Icteridae_Curaeus,798,279,94,751,0.41519250780437,0.145161290322581,0.0489073881373569,0.390738813735692,,"TROPIC"
Cyanoptila_cyanomelana,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Muscicapidae_Cyanoptila,791,207,104,807,0.41435306443164,0.108433734939759,0.0544787847040335,0.422734415924568,,"FM"
Cygnus_atratus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Anseriformes_Anatidae_Cygnus,794,178,197,793,0.404689092762487,0.09072375127421,0.100407747196738,0.404179408766565,,"TROPIC"
Cygnus_columbianus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Anseriformes_Anatidae_Cygnus,799,226,152,744,0.415929203539823,0.117647058823529,0.0791254554919313,0.387298282144716,,"FM"
Cygnus_cygnus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Anseriformes_Anatidae_Cygnus,795,225,151,753,0.413201663201663,0.116943866943867,0.0784823284823285,0.391372141372141,,"FM"
Cygnus_olor,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Anseriformes_Anatidae_Cygnus,787,194,204,766,0.403382880574065,0.0994361865709892,0.10456176319836,0.392619169656586,,"FM"
Dendrocopos_leucotos,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Piciformes_Picidae_Dendrocopos,660,272,84,1020,0.324165029469548,0.133595284872299,0.0412573673870334,0.50098231827112,,"WI"
Dendrocopos_major,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Piciformes_Picidae_Dendrocopos,653,293,78,994,0.323587710604559,0.145193260654113,0.0386521308225966,0.492566897918731,,"WI"
Dinornis_giganteus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Dinornithiformes_Dinornithidae_Dinornis,795,288,100,757,0.40979381443299,0.148453608247423,0.0515463917525773,0.39020618556701,,"NF"
Dives_dives,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Icteridae_Dives,817,220,88,802,0.423975090814738,0.1141670991178,0.0456668396471199,0.416190970420342,,"TROPIC"
Dromaius_novaehollandiae,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Casuariiformes_Dromaiidae_Dromaius,843,382,74,612,0.441130298273155,0.199895342752486,0.0387231815803244,0.320251177394035,,"NF"
Eclectus_roratus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Psittaciformes_Psittacidae_Eclectus,880,170,38,802,0.465608465608466,0.0899470899470899,0.0201058201058201,0.424338624338624,,"TROPIC"
Egretta_eulophotes,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Ardeidae_Egretta,811,244,58,800,0.423941453214846,0.127548353371668,0.0303188708834292,0.418191322530057,,"FM"
Emberiza_chrysophrys,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Fringillidae_Emberizinae_Emberizini_Emberiza,764,178,142,878,0.389398572884811,0.09072375127421,0.072375127420999,0.44750254841998,,"FM"
Emberiza_pusilla,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Fringillidae_Emberizinae_Emberizini_Emberiza,786,222,121,846,0.397974683544304,0.112405063291139,0.0612658227848101,0.428354430379747,,"FM"
Emberiza_rutila,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Fringillidae_Emberizinae_Emberizini_Emberiza,789,224,105,847,0.401526717557252,0.113994910941476,0.0534351145038168,0.431043256997455,,"FM"
Emberiza_tristrami,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Fringillidae_Emberizinae_Emberizini_Emberiza,787,196,119,863,0.400508905852417,0.0997455470737914,0.060559796437659,0.439185750636132,,"FM"
Emeus_crassus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Dinornithiformes_Emeidae_Emeus,795,292,79,762,0.412344398340249,0.151452282157676,0.0409751037344398,0.395228215767635,,"NF"
Eopsaltria_australis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Petroicidae_Eopsaltria,823,259,91,722,0.434300791556728,0.136675461741425,0.0480211081794195,0.381002638522427,,"TROPIC"
Eopsaltria_georgiana,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Petroicidae_Eopsaltria,831,250,130,711,0.432362122788762,0.130072840790843,0.0676378772112383,0.369927159209157,,"TROPIC"
Eopsaltria_griseogularis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Petroicidae_Eopsaltria,832,250,129,711,0.432882414151925,0.130072840790843,0.0671175858480749,0.369927159209157,,"TROPIC"
Epthianura_albifrons,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Meliphagidae_Epthianura,819,217,72,773,0.435406698564593,0.115364167995747,0.0382775119617225,0.410951621477937,,"TROPIC"
Eudocimus_ruber,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Threskiornithidae_Eudocimus,807,299,64,736,0.423399790136411,0.156873032528856,0.0335781741867786,0.386149003147954,,"TROPIC"
Eudromia_elegans,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Tinamiformes_Tinamidae_Eudromia,710,415,43,767,0.366925064599483,0.214470284237726,0.0222222222222222,0.396382428940568,,"NF"
Eudyptes_chrysocome,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Sphenisciformes_Spheniscidae_Eudyptes,792,195,55,895,0.408879710893134,0.100671140939597,0.0283944243675787,0.46205472379969,,"DI"
Eudyptes_chrysocome,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Sphenisciformes_Spheniscidae_Eudyptes,792,195,55,895,0.408879710893134,0.100671140939597,0.0283944243675787,0.46205472379969,,"NF"
Eudyptula_minor,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Sphenisciformes_Spheniscidae_Eudyptula,804,219,57,849,0.416796267496112,0.11353032659409,0.0295489891135303,0.440124416796268,,"DI"
Eudyptula_minor,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Sphenisciformes_Spheniscidae_Eudyptula,804,219,57,849,0.416796267496112,0.11353032659409,0.0295489891135303,0.440124416796268,,"NF"
Eulabeornis_castaneoventris,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Rallidae_Eulabeornis,829,242,86,729,0.439554612937434,0.128313891834571,0.0455991516436903,0.386532343584305,,"TROPIC"
Euphagus_cyanocephalus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Icteridae_Euphagus,822,242,85,770,0.428348097967692,0.126107347576863,0.044293903074518,0.401250651380928,,"FM"
Falco_cherrug,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Falconiformes_Falconidae_Falco,812,231,74,789,0.426023084994753,0.121196222455404,0.0388247639034627,0.41395592864638,,"AI"
Falco_columbarius,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Falconiformes_Falconidae_Falco,816,214,66,808,0.428571428571429,0.112394957983193,0.0346638655462185,0.42436974789916,,"AI"
Falco_naumanni,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Falconiformes_Falconidae_Falco,810,151,66,867,0.42766631467793,0.0797254487856389,0.0348468848996832,0.457761351636748,,"AI"
Falco_peregrinus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Falconiformes_Falconidae_Falco,821,222,69,796,0.430293501048218,0.116352201257862,0.0361635220125786,0.417190775681342,,"AI"
Falco_rusticolus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Falconiformes_Falconidae_Falco,822,223,69,797,0.430141287284144,0.116692830978545,0.0361067503924647,0.417059131344846,,"AI"
Falco_tinnunculus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Falconiformes_Falconidae_Falco,809,154,67,862,0.427589852008457,0.0813953488372093,0.0354122621564482,0.455602536997886,,"AI"
Ficedula_albicollis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Muscicapidae_Ficedula,755,195,134,879,0.384615384615385,0.0993377483443709,0.0682628629648497,0.447784004075395,,"FM"
Ficedula_zanthopygia,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Muscicapidae_Ficedula,766,261,110,790,0.397509081473793,0.135443694862481,0.0570835495588998,0.409963674104826,,"FM"
Florisuga_fusca,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Trochiliformes_Trochilidae_Florisuga,802,237,93,803,0.414470284237726,0.122480620155039,0.048062015503876,0.414987080103359,,"AI"
Florisuga_mellivora,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Trochiliformes_Trochilidae_Florisuga,805,256,99,794,0.411975435005118,0.131013306038895,0.0506653019447288,0.406345957011259,,"AI"
Francolinus_pintadeanus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Francolinus,824,289,60,776,0.422780913288866,0.148281169830682,0.0307850179579271,0.398152898922524,,"TROPIC"
Fringilla_montifringilla,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Fringillidae_Fringillinae_Fringilla,803,222,72,807,0.421743697478992,0.116596638655462,0.0378151260504202,0.423844537815126,,"FM"
Gallirallus_okinawae,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Rallidae_Gallirallus,827,231,71,755,0.43895966029724,0.122611464968153,0.0376857749469214,0.400743099787686,,"NF"
Gallus_lafayetii,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Gallus,785,243,79,842,0.402770651616213,0.124679322729605,0.0405336069779374,0.432016418676244,,"TROPIC"
Gallus_sonneratii,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Gallus,801,251,70,829,0.410558687852383,0.128651973347002,0.0358790363915941,0.424910302409021,,"TROPIC"
Garrulax_canorus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Leiothrichidae_Garrulax,776,224,118,840,0.39632277834525,0.114402451481103,0.0602655771195097,0.429009193054137,,"TROPIC"
Garrulax_cineraceus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Leiothrichidae_Garrulax,780,197,103,862,0.401647785787848,0.101441812564367,0.053038105046344,0.443872296601442,,"TROPIC"
Garrulax_perspicillatus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Leiothrichidae_Garrulax,781,244,108,817,0.40051282051282,0.125128205128205,0.0553846153846154,0.418974358974359,,"TROPIC"
Garrulax_poecilorhynchus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Leiothrichidae_Garrulax,826,284,66,751,0.428645563051375,0.147379346133887,0.0342501297353399,0.389724961079398,,"TROPIC"
Garrulax_sannio,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Leiothrichidae_Garrulax,789,198,128,843,0.402962206332993,0.101123595505618,0.0653728294177732,0.430541368743616,,"TROPIC"
Garrulus_glandarius,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Garrulus,826,333,88,617,0.4431330472103,0.178648068669528,0.0472103004291846,0.331008583690987,,"WI"
Gavia_stellata,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gaviiformes_Gaviidae_Gavia,780,225,87,838,0.404145077720207,0.116580310880829,0.0450777202072539,0.43419689119171,,"DI"
Gavia_stellata,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gaviiformes_Gaviidae_Gavia,780,225,87,838,0.404145077720207,0.116580310880829,0.0450777202072539,0.43419689119171,,"FM"
Geococcyx_californianus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Cuculiformes_Neomorphidae_Geococcyx,855,212,41,771,0.455029270888771,0.112825971261309,0.0218201170835551,0.410324640766365,,"TROPIC"
Gerygone_igata,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Acanthizidae_Gerygone,732,300,123,803,0.373850868232891,0.153217568947906,0.0628192032686415,0.410112359550562,,"TROPIC"
Gorsachius_goisagi,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Ardeidae_Gorsachius,848,292,26,695,0.45566899516389,0.15690488984417,0.0139709833422891,0.373455131649651,,"FM"
