"","species_name","ability_to_fly","GhAhSkew","fAn","fGn"
"Parus_monticolus","Parus_monticolus","Flying","0.716250984420312","0.0774326775280373","0.464804665324945"
"Passer_ammodendri","Passer_ammodendri","Flying","0.538886785757109","0.119230823111923","0.385126777864888"
"Passer_domesticus","Passer_domesticus","Flying","0.588094878661605","0.0949331856121061","0.367402169559477"
"Passer_montanus","Passer_montanus","Flying","0.618189429399149","0.0895445307146654","0.369197285293459"
"Pelecanoides_urinatrix","Pelecanoides_urinatrix","Flying","0.298228528693649","0.176481553380013","0.325001251810245"
"Penelopides_panini","Penelopides_panini","Flying","0.642666335559089","0.0952462026784576","0.419776766059159"
"Pericrocotus_ethologus","Pericrocotus_ethologus","Flying","0.179331647492061","0.177199756167319","0.25819285787083"
"Petroica_australis","Petroica_australis","Flying","0.489207193143655","0.131772573615019","0.383400455787731"
"Petroica_goodenovii","Petroica_goodenovii","Flying","0.488532468979889","0.130943082396488","0.378125775433277"
"Petroica_macrocephala","Petroica_macrocephala","Flying","0.486745445127593","0.13035640168018","0.376835022000211"
"Petroica_phoenicea","Petroica_phoenicea","Flying","0.411491712863429","0.153224276444002","0.367312156826229"
"Peucedramus_taeniatus","Peucedramus_taeniatus","Flying","0.546089734178843","0.115243666881744","0.395497625789482"
"Phaethon_rubricauda","Phaethon_rubricauda","Flying","0.582769752740956","0.111694983625351","0.418767914034346"
"Phaethornis_malaris","Phaethornis_malaris","Flying","0.431169478153071","0.138478860499665","0.34662695400993"
"Phainopepla_nitens","Phainopepla_nitens","Flying","0.315224987892504","0.1669979915962","0.304254071369118"
"Phalacrocorax_auritus","Phalacrocorax_auritus","Flying","0.603752495623486","0.0927895346571603","0.377500519169916"
"Phalacrocorax_carbo","Phalacrocorax_carbo","Flying","0.498211553680077","0.119162450404247","0.354641434094419"
"Phalcoboenus_australis","Phalcoboenus_australis","Flying","0.659226332640177","0.0906268681881937","0.442206027938472"
"Philesturnus_carunculatus","Philesturnus_carunculatus","Flying","0.467559801974045","0.130417881716249","0.357656540608694"
"Phoebastria_albatrus","Phoebastria_albatrus","Flying","0.400209504726349","0.150250304699565","0.354619395537118"
"Phoebastria_immutabilis","Phoebastria_immutabilis","Flying","0.405294596142516","0.148801130898719","0.356389280225289"
"Phoebastria_nigripes","Phoebastria_nigripes","Flying","0.375273291170965","0.158871102225913","0.349564361164646"
"Phoenicopterus_roseus","Phoenicopterus_roseus","Flying","0.538715525641249","0.111467463121596","0.371624257611111"
"Phoenicopterus_ruber","Phoenicopterus_ruber","Flying","0.531577097951991","0.113471732714192","0.37158874010106"
"Phoenicurus_auroreus","Phoenicurus_auroreus","Flying","0.575227077384196","0.112465769306791","0.412198472863608"
"Phoenicurus_frontalis","Phoenicurus_frontalis","Flying","0.532881914540731","0.122351975364549","0.395701106550224"
"Phylloscopus_borealis","Phylloscopus_borealis","Flying","0.580410088898804","0.113728936772902","0.425907042745564"
"Phylloscopus_fuscatus","Phylloscopus_fuscatus","Flying","0.499030802236509","0.130544576959106","0.385691044144242"
"Phylloscopus_inornatus","Phylloscopus_inornatus","Flying","0.527072203086045","0.113920415279991","0.36474317020917"
"Phylloscopus_proregulus","Phylloscopus_proregulus","Flying","0.594766088265799","0.103276328287007","0.399101835312519"
"Phylloscopus_tenellipes","Phylloscopus_tenellipes","Flying","0.601934534157377","0.105525889416303","0.426733519139936"
"Piaya_cayana","Piaya_cayana","Flying","0.444004898580221","0.123837989365606","0.320951228299832"
"Pica_pica","Pica_pica","Flying","0.279309236050904","0.171777947180914","0.305333431548296"
"Picathartes_gymnocephalus","Picathartes_gymnocephalus","Flying","0.49275799294166","0.137179060137303","0.402930602194612"
"Picumnus_innominatus","Picumnus_innominatus","Flying","0.613033741546951","0.0993907333886245","0.41323787663087"
"Picus_canus","Picus_canus","Flying","0.618838062339217","0.117389445375714","0.496322510160588"
"Pinicola_enucleator","Pinicola_enucleator","Flying","0.388721008171755","0.143566649308327","0.324565647741919"
"Pionites_leucogaster","Pionites_leucogaster","Flying","0.590060101423558","0.104272141258341","0.400974722255561"
"Piranga_bidentata","Piranga_bidentata","Flying","0.48855444981627","0.132677254731985","0.377787006932304"
"Piranga_erythrocephala","Piranga_erythrocephala","Flying","0.386068980087545","0.163772795288339","0.36142297973644"
"Piranga_flava","Piranga_flava","Flying","0.524219751450049","0.126716922767034","0.395615972767328"
"Piranga_hepatica","Piranga_hepatica","Flying","0.585677327747432","0.110137955238076","0.411071997066824"
"Piranga_leucoptera","Piranga_leucoptera","Flying","0.486568369147845","0.136303710404316","0.392372073948333"
"Piranga_ludoviciana","Piranga_ludoviciana","Flying","0.449752395441844","0.148197855186881","0.375179713744926"
"Piranga_lutea","Piranga_lutea","Flying","0.487044725330146","0.137287864216861","0.381224543332572"
"Piranga_olivacea","Piranga_olivacea","Flying","0.530957535809412","0.124891889640558","0.400876269768522"
"Piranga_roseogularis","Piranga_roseogularis","Flying","0.519297221259596","0.128586136010111","0.393621741640162"
"Piranga_rubra","Piranga_rubra","Flying","0.558112124658787","0.118278710866224","0.406417382026482"
"Piranga_rubriceps","Piranga_rubriceps","Flying","0.476030995561928","0.143578907549338","0.391765321285274"
"Pitta_sordida","Pitta_sordida","Flying","0.568808172764779","0.117916875795833","0.431184308208693"
"Platalea_leucorodia","Platalea_leucorodia","Flying","0.42660050268557","0.144242460426522","0.362726342243312"
"Platalea_minor","Platalea_minor","Flying","0.415123023272705","0.147309776476787","0.359326530695571"
"Platysteira_castanea","Platysteira_castanea","Flying","0.491251004389917","0.106904584560789","0.320639350685111"
"Ploceus_nigricollis","Ploceus_nigricollis","Flying","0.543930400433438","0.11762795889016","0.395329010817802"
"Pluvialis_squatarola","Pluvialis_squatarola","Flying","0.567683788030597","0.108832363032565","0.385421968555974"
"Podoces_hendersoni","Podoces_hendersoni","Flying","0.333285847040515","0.16968790987372","0.335658061378103"
"Poicephalus_senegalus","Poicephalus_senegalus","Flying","0.625451478644663","0.0952633582246371","0.416237801366867"
"Polioptila_caerulea","Polioptila_caerulea","Flying","0.463372436932384","0.126918017383522","0.348446027077529"
"Pomatorhinus_ruficollis","Pomatorhinus_ruficollis","Flying","0.493936802460284","0.128236883278667","0.386955841552218"
"Pomatostomus_ruficeps","Pomatostomus_ruficeps","Flying","0.37067283280191","0.180789061965311","0.388143771558781"
"Porphyrio_hochstetteri","Porphyrio_hochstetteri","Gruiformes","0.578137224885712","0.0901407834587848","0.348766451469603"
"Porzana_paykullii","Porzana_paykullii","Flying","0.459847773244716","0.123322142433464","0.331154200382065"
"Porzana_pusilla","Porzana_pusilla","Flying","0.478156543009962","0.117608097664006","0.33407769340188"
"Primolius_couloni","Primolius_couloni","Flying","0.487261487950037","0.130998068964423","0.3819101692381"
"Primolius_maracana","Primolius_maracana","Flying","0.458108962577245","0.136495367728057","0.369072467969161"
"Prodotiscus_insignis","Prodotiscus_insignis","Flying","0.333420439139431","0.174094108296426","0.34551152993162"
"Progne_chalybea","Progne_chalybea","Flying","0.559829554551267","0.106851992831475","0.37701856776159"
"Prosthemadera_novaeseelandiae","Prosthemadera_novaeseelandiae","Flying","0.264706287640791","0.177321357630263","0.306671900591905"
"Prunella_fulvescens","Prunella_fulvescens","Flying","0.444981668936052","0.13612231447514","0.355404512666125"
"Prunella_himalayana","Prunella_himalayana","Flying","0.481562886416396","0.124313034570771","0.350048512159957"
"Prunella_montanella","Prunella_montanella","Flying","0.404121040619892","0.148158716538785","0.341236683745925"
"Prunella_rubeculoides","Prunella_rubeculoides","Flying","0.447741248428191","0.133917120196888","0.35179060368822"
"Prunella_strophiata","Prunella_strophiata","Flying","0.436772123420893","0.137286157350725","0.352768184194681"
"Pseudoleistes_guirahuro","Pseudoleistes_guirahuro","Flying","0.498970311338613","0.129680338236062","0.380734796339967"
"Pseudoleistes_virescens","Pseudoleistes_virescens","Flying","0.503260516669512","0.131100028285105","0.387822558384973"
"Pseudonestor_xanthophrys","Pseudonestor_xanthophrys","Flying","0.470282856749517","0.133644423687526","0.36349013719602"
"Pseudopodoces_humilis","Pseudopodoces_humilis","Flying","0.559313218407136","0.114779089807022","0.406456272918179"
"Psittacula_alexandri","Psittacula_alexandri","Flying","0.566961753015293","0.104337289896327","0.368060864993643"
"Psittacula_cyanocephala","Psittacula_cyanocephala","Flying","0.58519007563","0.0962688173549678","0.365575383876936"
"Psittacula_derbiana","Psittacula_derbiana","Flying","0.549503020716771","0.108202947732749","0.365186533263854"
"Psittacula_eupatria","Psittacula_eupatria","Flying","0.618023922837998","0.0904028741623453","0.382959460443891"
"Psittacula_roseata","Psittacula_roseata","Flying","0.625281483292035","0.0861886621115232","0.371844215139178"
"Psittirostra_psittacea","Psittirostra_psittacea","Flying","0.450545008549617","0.137118763466748","0.358592151037748"
"Psittrichas_fulgidus","Psittrichas_fulgidus","Flying","0.651463227828256","0.0840891078183759","0.395647419920637"
"Psophia_crepitans","Psophia_crepitans","Gruiformes","0.56310493128955","0.11156528237762","0.398168744974122"
"Pterocles_burchelli","Pterocles_burchelli","Flying","0.312472613029727","0.184284650995285","0.349667914644969"
"Pteruthius_melanotis","Pteruthius_melanotis","Flying","0.363348537143895","0.149720639911712","0.313211977556197"
"Ptilorrhoa_caerulescens","Ptilorrhoa_caerulescens","Flying","0.459000838053211","0.119485235334663","0.315436739994061"
"Ptilorrhoa_leucosticta","Ptilorrhoa_leucosticta","Flying","0.507916883825768","0.101347395668404","0.305819845441338"
"Pycnonotus_jocosus","Pycnonotus_jocosus","Flying","0.440262407724554","0.134145133630087","0.340004787161257"
"Pycnonotus_melanicterus","Pycnonotus_melanicterus","Flying","0.450012469740538","0.132221354054136","0.350867951359168"
"Pycnonotus_sinensis","Pycnonotus_sinensis","Flying","0.507085629802925","0.115347496489955","0.350336156209777"
"Pycnonotus_taivanus","Pycnonotus_taivanus","Flying","0.502813031730756","0.116906860894219","0.349609029775995"
"Pycnonotus_xanthorrhous","Pycnonotus_xanthorrhous","Flying","0.458765622805113","0.12684589802015","0.345733877693515"
"Pygoscelis_adeliae","Pygoscelis_adeliae","Sphenisciformes","0.590638068127526","0.10714051660131","0.426178066765719"
"Pygoscelis_antarcticus","Pygoscelis_antarcticus","Sphenisciformes","0.606182256815431","0.103631859762815","0.423144379398632"
"Pygoscelis_papua","Pygoscelis_papua","Sphenisciformes","0.646541174980029","0.0943710666333058","0.439031034163983"
"Pyrrhocorax_graculus","Pyrrhocorax_graculus","Flying","0.226437591258065","0.171031231512581","0.277372406680579"
"Pyrrhocorax_pyrrhocorax","Pyrrhocorax_pyrrhocorax","Flying","0.245637770422488","0.176983175624551","0.285966828758661"
"Pyrrhula_pyrrhula","Pyrrhula_pyrrhula","Flying","0.493830076662183","0.126255893968935","0.37494357444312"
"Pyrrhura_rupicola","Pyrrhura_rupicola","Flying","0.671509653602203","0.0812829848360553","0.41228416424039"
"Quiscalus_mexicanus","Quiscalus_mexicanus","Flying","0.5204774632256","0.126386597580034","0.393856129678798"
"Quiscalus_quiscula","Quiscalus_quiscula","Flying","0.509408739523771","0.128500500823461","0.389178013625008"
"Rallus_aquaticus","Rallus_aquaticus","Flying","0.528722066207724","0.112828105753032","0.361965061474027"
"Recurvirostra_avosetta","Recurvirostra_avosetta","Flying","0.532605076788884","0.109709954843746","0.357809973406633"
"Regulus_calendula","Regulus_calendula","Flying","0.3366750455151","0.152581313274247","0.304884122068969"
"Regulus_regulus","Regulus_regulus","Flying","0.306467612089053","0.150519102298233","0.282551003324562"
"Regulus_satrapa","Regulus_satrapa","Flying","0.291696901914965","0.157701758102351","0.286872845141295"
"Remiz_consobrinus","Remiz_consobrinus","Flying","0.798516283613599","0.0575002539283327","0.519020094291232"
"Rhabdornis_inornatus","Rhabdornis_inornatus","Flying","0.492579359156844","0.126636021360339","0.366828096627508"
"Rhagologus_leucostigma","Rhagologus_leucostigma","Flying","0.293889683118134","0.146855642951391","0.263810686120253"
"Rhea_americana","Rhea_americana","Rheiformes","0.499729593249227","0.142643053716226","0.430024180803493"
"Rhea_pennata","Rhea_pennata","Rheiformes","0.489507271686247","0.146779514050909","0.432028279101254"
"Rhegmatorhina_hoffmannsi","Rhegmatorhina_hoffmannsi","Flying","0.411308972764956","0.162132198140113","0.388945157944512"
"Rhinopomastus_cyanomelas","Rhinopomastus_cyanomelas","Flying","0.462117934475267","0.136036859446535","0.37307139351931"
"Rhipidura_dahli","Rhipidura_dahli","Flying","0.30906987426887","0.166842588694813","0.31598451476184"
"Rhipidura_fuliginosa","Rhipidura_fuliginosa","Flying","0.269333237964403","0.168977796807587","0.293524951559024"
"Rhodinocichla_rosea","Rhodinocichla_rosea","Flying","0.524364896528674","0.129425697560072","0.413097548055033"
"Rhynchopsitta_terrisi","Rhynchopsitta_terrisi","Flying","0.341861139151345","0.168807507940931","0.34581724935687"
"Rhynochetos_jubatus","Rhynochetos_jubatus","Eurypygiformes","0.371052245412859","0.165190638070529","0.359809437639932"
"Rupicola_peruvianus","Rupicola_peruvianus","Flying","0.375949815829584","0.176841415948749","0.384415696950337"
"Sakesphorus_luctuosus","Sakesphorus_luctuosus","Flying","0.317997181135841","0.192623521850337","0.369178704432054"
"Saltator_similis","Saltator_similis","Flying","0.550683388196947","0.120235356432689","0.414665555525605"
"Sapayoa_aenigma","Sapayoa_aenigma","Flying","0.390993762066361","0.180652743872895","0.41368059303599"
"Sasia_ochracea","Sasia_ochracea","Flying","0.488603499771566","0.153701952420557","0.445988128181115"
"Sclerurus_mexicanus","Sclerurus_mexicanus","Flying","0.297854228462526","0.190062882224189","0.350173484193753"
"Scolopax_rusticola","Scolopax_rusticola","Flying","0.408676817962474","0.1440625286271","0.343168843196164"
"Scytalopus_superciliaris","Scytalopus_superciliaris","Flying","0.294048968294136","0.179032198104538","0.329828907300025"
"Serilophus_lunatus","Serilophus_lunatus","Flying","0.607589889383567","0.107757804991517","0.44112529929454"
"Serinus_albogularis","Serinus_albogularis","Flying","0.35160005960928","0.163008099332387","0.331705590998156"
"Serinus_canaria","Serinus_canaria","Flying","0.396281103039506","0.148899680531618","0.343082981984764"
"Sicalis_olivascens","Sicalis_olivascens","Flying","0.495998760376869","0.133372248821115","0.394865753492757"
"Sitta_carolinensis","Sitta_carolinensis","Flying","0.497151677264213","0.11598348329269","0.350062579285727"
"Sitta_europaea","Sitta_europaea","Flying","0.566969487893903","0.11137175922845","0.400135124825824"
"Sitta_himalayensis","Sitta_himalayensis","Flying","0.520453406496257","0.120926396911614","0.384481700414473"
"Sitta_nagaensis","Sitta_nagaensis","Flying","0.583445333705851","0.10680924294898","0.403335946407432"
"Sitta_villosa","Sitta_villosa","Flying","0.375516387424009","0.156506161390029","0.341955259541743"
"Smithornis_sharpei","Smithornis_sharpei","Flying","0.449025664710986","0.166333333875474","0.436175449052949"
"Spheniscus_demersus","Spheniscus_demersus","Sphenisciformes","0.660267570892368","0.0894055738069353","0.442070093175539"
"Spheniscus_humboldti","Spheniscus_humboldti","Sphenisciformes","0.622116093489071","0.100822365588488","0.433290380128056"
"Spheniscus_magellanicus","Spheniscus_magellanicus","Sphenisciformes","0.62020521378388","0.100755750527835","0.433198659302134"
"Spheniscus_mendiculus","Spheniscus_mendiculus","Sphenisciformes","0.617289438142055","0.102171846558578","0.432045610067373"
"Spilornis_cheela","Spilornis_cheela","Flying","0.617701920216728","0.100307186734952","0.42804328091741"
"Spizaetus_tyrannus","Spizaetus_tyrannus","Flying","0.555053259755088","0.121404885821183","0.423074444523077"
"Spizella_passerina","Spizella_passerina","Flying","0.554642347979885","0.119087537046792","0.4103831583621"
"Sporophila_hypoxantha","Sporophila_hypoxantha","Flying","0.554505918763562","0.122969703332103","0.418586007076961"
"Steatornis_caripensis","Steatornis_caripensis","Flying","0.467732459323013","0.130682003693688","0.361216501047548"
"Stercorarius_parasiticus","Stercorarius_parasiticus","Flying","0.255267917767342","0.18376058144027","0.317499299792754"
"Sterna_hirundo","Sterna_hirundo","Flying","0.2562882860971","0.186053201801413","0.316887516756815"
"Sterna_paradisaea","Sterna_paradisaea","Flying","0.22393106533835","0.196438294408267","0.310420282536832"
"Streptopelia_decaocto","Streptopelia_decaocto","Flying","0.397365054729033","0.161846226206971","0.37438565298082"
"Streptopelia_orientalis","Streptopelia_orientalis","Flying","0.453702265072752","0.146249537358847","0.392228481616345"
"Strigops_habroptila","Strigops_habroptila","Psittaciformes","0.263179518737758","0.179262448068364","0.311796575188162"
"Strix_uralensis","Strix_uralensis","Flying","0.516563154661813","0.128324602049388","0.399835565957146"
"Struthidea_cinerea","Struthidea_cinerea","Flying","0.445959357540372","0.131907854967111","0.343169080561899"
"Struthio_camelus","Struthio_camelus","Struthioniformes","0.406410554857354","0.147210671841895","0.355666246687847"
"Sturnus_cineraceus","Sturnus_cineraceus","Flying","0.614657404529039","0.092953152143708","0.383088021471241"
"Sturnus_sericeus","Sturnus_sericeus","Flying","0.650660617359532","0.0854720210298935","0.39718396302191"
"Sturnus_vulgaris","Sturnus_vulgaris","Flying","0.600230955702162","0.101196436958061","0.400566135118374"
"Sylvia_atricapilla","Sylvia_atricapilla","Flying","0.325448455145176","0.165964270201423","0.325214802695003"
"Sylvia_borin","Sylvia_borin","Flying","0.393112948728002","0.149640791502636","0.342427748239205"
"Sylviparus_modestus","Sylviparus_modestus","Flying","0.550882437673806","0.123659952487947","0.430483658173834"
"Synthliboramphus_antiquus","Synthliboramphus_antiquus","Flying","0.337650683147752","0.171713512198046","0.344150708512086"
"Synthliboramphus_wumizusume","Synthliboramphus_wumizusume","Flying","0.33127188624207","0.172706348927555","0.34016705923164"
"Tachuris_rubrigastra","Tachuris_rubrigastra","Flying","0.401278003066831","0.174122349875578","0.407781206258512"
"Tachybaptus_novaehollandiae","Tachybaptus_novaehollandiae","Flying","0.663714408058067","0.0789345073937347","0.389314347347909"
"Tachybaptus_ruficollis","Tachybaptus_ruficollis","Flying","0.58807405355633","0.10076962846679","0.373740946244331"
"Tachycineta_albilinea","Tachycineta_albilinea","Flying","0.569514588489274","0.108036796135321","0.385260606906263"
"Tachycineta_albiventer","Tachycineta_albiventer","Flying","0.558947609664552","0.109999822647314","0.385859559806059"
"Tachycineta_bicolor","Tachycineta_bicolor","Flying","0.565165480003331","0.109429311123368","0.389818734623004"
"Tachycineta_cyaneoviridis","Tachycineta_cyaneoviridis","Flying","0.495878427770533","0.124141670318286","0.358912640794743"
"Tachycineta_euchrysea","Tachycineta_euchrysea","Flying","0.583867526449432","0.103591187029767","0.38765220918536"
"Tachycineta_leucorrhoa","Tachycineta_leucorrhoa","Flying","0.5754561744815","0.104545200695721","0.38318445560121"
"Tachycineta_meyeni","Tachycineta_meyeni","Flying","0.606992823941318","0.0964474297255644","0.392221963498026"
"Tachycineta_stolzmanni","Tachycineta_stolzmanni","Flying","0.521099326586111","0.118374986844082","0.378134192522683"
"Tachycineta_thalassina","Tachycineta_thalassina","Flying","0.530406601915228","0.117522002879368","0.379866837423225"
"Tadorna_ferruginea","Tadorna_ferruginea","Flying","0.641414260054378","0.0860514812253634","0.395262582519635"
"Tadorna_tadorna","Tadorna_tadorna","Flying","0.65692073565121","0.0827611296044942","0.399590861093464"
"Taeniopygia_guttata","Taeniopygia_guttata","Flying","0.596040637589675","0.0912075435229018","0.361562684341815"
"Tarsiger_cyanurus","Tarsiger_cyanurus","Flying","0.565491384205954","0.111696725427795","0.402722349608728"
"Terpsiphone_atrocaudata","Terpsiphone_atrocaudata","Flying","0.386606654613686","0.139331901731432","0.314014631502912"
"Thraupis_episcopus","Thraupis_episcopus","Flying","0.532501123537586","0.119671835797845","0.386910132707319"
"Threskiornis_aethiopicus","Threskiornis_aethiopicus","Flying","0.420442084563895","0.148590975062959","0.36355572489954"
"Thryothorus_ludovicianus","Thryothorus_ludovicianus","Flying","0.657892567701212","0.0928609437497761","0.450335081930628"
"Tichodroma_muraria","Tichodroma_muraria","Flying","0.403147702752109","0.160026155810932","0.376433348630409"
"Tinamus_major","Tinamus_major","Tinamiformes","0.297926368405353","0.192575278824778","0.35115316032138"
"Todus_mexicanus","Todus_mexicanus","Flying","0.515863240222974","0.137957277144555","0.432697689713482"
"Toxostoma_redivivum","Toxostoma_redivivum","Flying","0.587226138958558","0.0979682404699348","0.371411060052047"
"Tregellasia_capito","Tregellasia_capito","Flying","0.475906803627329","0.131337900940397","0.364984150141788"
"Tregellasia_leucops","Tregellasia_leucops","Flying","0.466257492250609","0.134252912639694","0.364199195207007"
"Tringa_erythropus","Tringa_erythropus","Flying","0.427022778522704","0.147216779318771","0.357271198958231"
"Tringa_glareola","Tringa_glareola","Flying","0.319546787895725","0.174517745296687","0.338185904620822"
"Tringa_nebularia","Tringa_nebularia","Flying","0.341259098625792","0.167785160697051","0.342820323489324"
"Tringa_ochropus","Tringa_ochropus","Flying","0.390185918932055","0.15755850626199","0.353600321098812"
"Tringa_stagnatilis","Tringa_stagnatilis","Flying","0.373898316410407","0.160450469284007","0.351709749091762"
"Tringa_totanus","Tringa_totanus","Flying","0.35884042898071","0.164041659740966","0.346093395897449"
"Trogon_melanurus","Trogon_melanurus","Flying","0.310100675892087","0.170839302245464","0.323021495644663"
"Trogon_viridis","Trogon_viridis","Flying","0.198991357796501","0.199262069296155","0.297756203457803"
"Trugon_terrestris","Trugon_terrestris","Flying","0.302997466541924","0.187708827122272","0.346030637367504"
"Turdus_cardis","Turdus_cardis","Flying","0.60313685400431","0.107327895707564","0.434442642482488"
"Turdus_hortulorum","Turdus_hortulorum","Flying","0.590726616454599","0.111759627047438","0.430461482091083"
"Turdus_kessleri","Turdus_kessleri","Flying","0.542947777820818","0.124046123144521","0.417159629185414"
"Turdus_merula","Turdus_merula","Flying","0.560768962410544","0.118600825248954","0.419325835020697"
"Turdus_migratorius","Turdus_migratorius","Flying","0.601608792711438","0.109524286538184","0.422637817659054"
"Turdus_philomelos","Turdus_philomelos","Flying","0.486748634859151","0.139039314127764","0.391701186695079"
"Turdus_ruficollis","Turdus_ruficollis","Flying","0.580584096740966","0.113723268243114","0.424237007789639"
"Turdus_rufiventris","Turdus_rufiventris","Flying","0.57145496257667","0.117255738651759","0.422426817950763"
"Turnix_velox","Turnix_velox","Flying","0.461168649895965","0.146537253721697","0.394095895452878"
"Tyrannus_savana","Tyrannus_savana","Flying","0.25147577666446","0.202750515449588","0.338719068772818"
"Upupa_epops","Upupa_epops","Flying","0.567704479701001","0.102122924471817","0.367099824502236"
"Uragus_sibiricus","Uragus_sibiricus","Flying","0.503441549094421","0.12749419044676","0.377770539127249"
"Urocissa_caerulea","Urocissa_caerulea","Flying","0.388841585676219","0.141461444268491","0.32368328402763"
"Urocolius_indicus","Urocolius_indicus","Flying","0.394332746254271","0.146411202385783","0.340033118538484"
"Urocynchramus_pylzowi","Urocynchramus_pylzowi","Flying","0.422033175498047","0.144961066089577","0.350040588710232"
"Vanellus_cinereus","Vanellus_cinereus","Flying","0.482986401827157","0.130045051312337","0.368291706494582"
"Vanellus_vanellus","Vanellus_vanellus","Flying","0.465887240501486","0.129008796308595","0.354283987598123"
"Vestiaria_coccinea","Vestiaria_coccinea","Flying","0.427468264278278","0.145333513455275","0.352852013516745"
"Vidua_chalybeata","Vidua_chalybeata","Flying","0.519285786471055","0.100468269907483","0.307933564896106"
"Vidua_macroura","Vidua_macroura","Flying","0.562267850882827","0.0933997320379159","0.328709749991909"
"Vireo_altiloquus","Vireo_altiloquus","Flying","0.52788199743115","0.0967438856274376","0.31177836739622"
"Vireo_olivaceus","Vireo_olivaceus","Flying","0.52609993240119","0.0963376995890848","0.308522547117266"
"Xanthopsar_flavus","Xanthopsar_flavus","Flying","0.494518110419251","0.135222421015294","0.389957437012379"
"Xenus_cinereus","Xenus_cinereus","Flying","0.344242040809062","0.171703666045031","0.34783558898566"
"Xiphorhynchus_elegans","Xiphorhynchus_elegans","Flying","0.275973244260226","0.190471928210621","0.32818318253794"
"Yuhina_diademata","Yuhina_diademata","Flying","0.53570774595222","0.113654211431527","0.381853142609081"
"Yuhina_nigrimenta","Yuhina_nigrimenta","Flying","0.392461646284344","0.147335835187345","0.33574876263549"
"Zenaida_auriculata","Zenaida_auriculata","Flying","0.514203323261107","0.126484044645092","0.388717837828363"
"Zenaida_macroura","Zenaida_macroura","Flying","0.502148810551019","0.134456262572842","0.396762384056872"
"Zonotrichia_albicollis","Zonotrichia_albicollis","Flying","0.593540949234911","0.11191122394436","0.42696242938647"
"Zosterops_abyssinicus","Zosterops_abyssinicus","Flying","0.275746905574036","0.169511506232893","0.305221713805252"
"Zosterops_erythropleurus","Zosterops_erythropleurus","Flying","0.319116554084653","0.163775365828197","0.322257165759604"
"Zosterops_lateralis","Zosterops_lateralis","Flying","0.372910020562935","0.150253633434954","0.335831118409343"
"Zosterops_poliogastrus","Zosterops_poliogastrus","Flying","0.29161084950874","0.166470723881206","0.30726653915091"
